"student_id","year","I01","I02","I03","I04","I05","I06","I07","I08","I09","I10","I11","I12","I13","I14","I15","I16","I17","I18","I19","I20","I21","I22","I23","I24","I25","I26","I27","I28","I29","I30","I31","I32","I33","I34","I35","I36","I37","I38","I39","I40","I41","I42","I43","I44","I45","I46","I47","I48","I49","I50","I51"
111,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
112,1,3,2,3,1,2,1,2,3,1,3,2,2,2,1,2,3,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,3,1,2,1,1,3
113,1,1,2,5,2,1,1,2,5,1,5,1,1,5,1,4,5,1,1,5,1,1,1,5,4,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
114,1,4,3,2,4,4,3,4,4,3,4,2,4,5,3,3,2,4,1,3,4,4,4,3,3,4,3,2,3,2,1,1,1,1,1,1,4,3,2,2,2,1,1,1,1,1,1,1,4,3,2,2
115,1,3,1,1,3,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,1,3,2,3,1,3,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,3,1,1,1
116,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,1,3,3,2,2,3,2,4,3,2,3,3,2,2,1,3,1,1,1,1,3,1,2,1,2,4,3,2,2,2,1,2,1,2,4,2,3,2,3,4,2,1,2,4,2,4,2,2,4,2,2,2
118,1,4,3,2,4,3,3,4,5,3,3,1,2,1,1,3,1,1,1,3,3,3,1,3,2,4,2,1,1,1,2,3,2,1,3,1,2,3,4,3,3,1,1,2,1,4,2,1,4,1,1,4
119,1,4,3,4,5,5,4,5,5,4,5,5,3,5,3,5,3,3,5,5,5,5,5,4,3,3,2,2,2,2,2,2,1,2,1,4,1,1,1,2,3,1,1,1,1,3,1,1,1,1,1,1
120,3,4,4,5,3,4,3,4,4,2,4,2,3,4,3,5,4,1,3,4,3,4,2,2,3,4,3,2,4,3,1,4,1,3,5,3,4,3,4,4,3,1,3,4,2,4,2,2,4,2,3,4
121,1,4,2,4,3,2,2,3,5,3,3,2,1,4,2,5,1,2,3,2,3,3,4,2,3,2,2,2,1,1,3,1,1,2,3,2,4,4,2,3,3,1,1,4,3,5,4,3,3,2,2,3
121,3,2,4,3,2,3,2,3,2,2,2,1,1,4,2,2,4,2,3,3,2,1,2,2,3,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,3,4,1,4,3,1,1,1,1
122,1,4,3,1,2,3,4,4,4,4,4,3,3,4,3,4,1,4,2,2,3,3,4,1,4,4,2,2,2,1,1,2,1,3,1,1,2,2,2,1,2,1,1,1,2,1,1,1,3,2,3,2
123,2,3,3,4,3,4,3,4,5,3,5,2,5,5,2,5,3,3,5,2,2,2,5,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,3,1,1,1,2,3,1,1,3,1,1,1,3
124,1,2,2,2,2,2,3,3,3,1,2,3,2,2,2,2,2,1,1,2,1,1,1,1,3,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,1
124,3,2,2,4,1,3,1,2,2,1,2,1,1,2,2,1,3,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,5,2,1,1,1
125,2,4,2,1,2,4,3,2,4,5,5,3,2,4,2,4,1,1,1,1,1,3,4,1,2,3,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,3,1,1,1,1,2,1,1,2
126,1,3,3,1,2,3,4,4,4,5,4,3,3,4,2,3,2,4,3,3,4,2,4,3,3,4,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1
127,2,3,2,4,2,4,2,2,4,2,3,1,1,2,2,3,3,2,1,1,2,1,1,1,3,2,1,1,4,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,4,2,1,2
128,1,4,2,3,5,4,1,3,5,1,5,3,3,2,1,5,4,1,1,4,1,5,5,3,4,5,1,2,3,3,4,4,5,1,4,1,2,3,4,2,3,3,1,4,2,5,4,1,4,1,2,5
129,1,4,2,2,2,2,2,3,4,1,3,2,1,2,2,2,1,2,1,1,2,1,2,1,1,3,1,1,2,1,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2
130,1,5,4,4,4,4,4,4,5,3,3,3,2,3,3,4,4,1,2,3,4,5,4,3,5,3,2,2,2,2,3,2,5,2,2,2,NA,1,2,2,2,2,2,3,3,3,2,4,NA,3,2,3
131,1,5,4,3,3,3,4,4,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,4,3,5,5,5,NA,3,1,5,1,3,4,4,3,3,1,2,4,2,2,1,2,4,1,1,3,3,3,3
132,1,3,4,4,2,1,2,3,4,1,4,2,1,5,3,4,3,4,2,3,4,3,5,2,2,2,4,2,2,1,1,1,1,1,3,1,4,4,1,1,1,1,1,3,4,3,2,2,4,3,3,2
133,1,4,3,2,3,3,3,4,5,1,5,3,2,3,2,5,3,2,3,2,4,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2
134,1,4,3,2,2,3,3,4,4,5,5,4,4,4,2,5,1,2,1,1,2,1,4,1,2,3,2,1,2,2,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,2,2,2,4,1,1,2
135,3,4,2,5,3,2,2,3,5,2,5,3,3,4,1,4,3,3,2,3,2,3,4,1,3,5,1,1,2,1,1,4,1,1,5,2,4,3,3,5,4,1,1,2,2,5,1,3,4,1,1,4
136,1,4,2,2,3,3,2,4,4,1,4,3,3,3,2,3,1,1,2,2,3,1,2,2,2,3,1,1,2,1,1,3,1,1,2,1,2,2,3,3,2,1,1,1,3,2,2,1,3,1,1,3
137,2,3,3,3,4,3,2,4,4,2,3,2,1,4,3,3,2,2,2,4,3,2,3,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,3,2,2,3,1,4
138,1,3,2,2,2,2,2,2,2,1,1,1,2,3,3,3,1,1,1,1,3,2,2,1,3,2,3,2,3,2,3,1,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3
139,1,3,2,4,3,4,3,2,4,1,3,2,4,5,2,4,4,1,4,3,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,NA,1,4,3,2,2
140,2,2,2,3,3,3,3,4,3,2,2,2,4,3,3,2,2,2,4,2,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,3,2,2,2,3,2,2
141,1,4,3,2,4,2,2,3,4,1,4,3,4,3,2,4,2,2,1,2,2,1,1,2,2,4,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2
142,3,2,2,2,3,2,4,4,3,2,3,1,1,2,1,3,2,2,2,3,3,3,3,2,3,2,2,1,2,1,1,1,1,2,1,1,3,3,2,2,2,1,1,2,3,2,2,2,2,2,2,2
143,1,5,3,2,4,4,4,3,5,2,5,3,2,4,3,5,3,2,4,4,3,3,4,3,3,4,2,2,3,2,1,2,5,2,3,1,3,4,1,3,3,3,3,3,3,2,2,2,2,3,3,2
143,3,3,3,2,3,3,2,3,4,2,3,3,2,4,2,3,2,2,3,2,2,2,3,1,2,2,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2
144,1,3,2,4,2,2,2,3,3,1,2,2,2,4,2,3,4,2,2,2,2,2,1,3,2,3,1,1,2,2,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,4,2,2,4,4,3,2
145,2,5,4,4,3,4,3,4,5,3,4,5,3,3,4,5,4,3,4,3,3,3,5,3,2,3,2,2,2,2,2,2,2,1,4,2,2,3,3,2,5,2,2,2,2,3,3,2,2,2,2,4
146,1,3,3,4,4,2,2,2,4,3,2,4,3,4,2,2,3,2,4,4,4,3,4,4,2,4,2,2,3,2,2,2,1,2,2,2,4,4,4,3,4,2,2,1,4,4,2,2,1,1,1,1
147,3,2,3,4,2,2,2,4,4,1,3,1,1,4,1,2,4,4,4,4,3,1,1,3,1,2,1,1,2,1,1,2,1,2,2,1,3,2,2,3,1,1,1,2,2,2,3,2,3,2,1,3
148,3,4,4,4,3,3,3,4,4,2,3,3,4,5,3,3,2,2,3,2,3,3,4,1,1,1,2,1,1,1,1,1,1,1,2,1,3,2,2,3,2,1,2,2,2,2,1,4,3,2,1,2
149,2,5,2,4,5,1,1,4,5,1,5,2,3,4,1,4,4,1,1,3,2,3,4,4,1,2,1,1,1,1,1,2,1,1,3,1,1,4,1,3,1,1,1,1,1,4,1,1,4,1,1,5
150,2,3,2,3,3,2,2,2,4,2,4,2,2,4,3,3,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,3,2,2,2,3,4,3,3,4,2,2,2
150,3,2,3,1,1,2,2,3,3,1,2,1,2,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,2,3,2,1,2,1,1,1,1,4,2,2,1,3,1,1,1
151,2,2,2,1,2,2,1,2,3,1,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
151,3,2,3,1,2,3,2,2,4,2,4,1,3,3,1,4,1,2,2,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,3,4,1,3,2,1,1,1,2,1,1,1,2,1,1,1
152,1,2,2,1,2,3,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,3,3,3,2,4,1,4,3,4,3,2,2,4,5,3,2,2,4,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,1,1,2,2,1,3,3,1,1,1,1,2
154,1,5,2,1,4,3,1,4,5,2,5,4,2,5,2,5,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,4,1,1,2,1,1,1,4,3,2,1,2,2,1,1,1
155,1,5,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,5,2,1,1,1,1,3,1,1,3,1,1,1,1,5,1,1,1,1,1,4,1,1,1,1,1,1
155,3,5,5,4,5,3,3,3,5,4,4,5,3,5,3,3,4,1,4,5,5,1,4,5,1,5,2,2,2,2,3,5,1,2,4,2,2,3,3,3,4,1,2,4,4,1,4,3,3,2,2,5
156,1,2,2,1,2,2,4,3,2,2,2,2,2,5,2,3,5,3,2,2,2,2,2,2,3,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,NA,2,1,2,2,2,2
157,1,1,1,5,2,1,2,4,3,3,2,1,1,4,2,3,4,3,2,5,3,3,3,5,3,4,3,1,2,1,1,2,1,3,3,1,4,4,1,3,3,1,1,3,2,3,4,1,4,1,2,4
158,1,3,3,1,2,1,1,4,3,1,4,1,1,3,1,4,2,1,2,1,1,1,1,1,4,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1
159,1,3,2,2,4,3,2,3,4,1,4,2,1,4,1,3,4,2,3,2,3,2,1,3,1,4,2,1,2,1,2,1,2,1,2,3,3,4,1,3,3,2,1,2,4,4,3,1,3,2,1,2
160,1,2,2,3,3,2,2,3,3,2,4,2,3,2,1,3,3,2,3,3,2,2,3,2,2,1,2,2,2,2,1,1,1,2,1,2,3,2,2,3,2,1,2,1,2,2,2,2,2,2,2,2
161,1,5,4,2,3,3,5,4,4,3,5,4,3,4,3,5,2,3,2,5,5,3,5,4,1,1,1,1,1,1,1,5,1,2,5,2,2,3,4,5,1,1,1,4,3,1,1,3,3,1,1,3
162,1,2,4,4,2,3,1,4,4,3,5,3,3,3,2,5,4,3,2,1,2,3,2,2,2,1,3,3,4,2,1,1,1,1,2,1,3,2,1,1,2,2,2,1,1,1,2,1,3,1,2,1
163,2,4,4,5,5,5,5,4,5,5,5,4,3,5,2,5,5,2,2,3,4,4,2,3,2,1,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
164,2,3,2,3,3,2,2,2,2,2,2,2,3,3,1,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1
165,1,3,4,2,4,3,2,3,4,2,4,4,4,5,3,4,2,1,2,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,3,3,2,1,3,2,2,2,3,2,4,2,1,4,1,2,1,1,4,2,3,1,1,2,1,3,2,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
166,1,4,1,1,2,1,1,1,4,1,4,1,1,3,2,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,4,1,1,1,2,1,1,1
167,1,3,3,4,3,2,3,3,4,2,4,2,3,5,1,4,4,2,4,5,2,2,4,5,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
167,3,2,3,3,2,2,3,3,4,2,4,2,2,3,2,3,3,2,3,3,3,1,3,3,1,1,1,1,2,1,2,1,3,1,1,1,2,1,1,1,1,1,1,2,3,2,2,1,1,1,2,1
168,2,5,3,2,4,4,3,4,5,2,5,4,2,4,3,5,2,1,3,1,3,3,4,1,3,4,5,3,5,3,NA,2,1,3,3,5,4,5,4,3,5,2,3,3,2,4,5,2,3,3,4,4
168,3,4,3,2,3,3,2,4,4,2,5,4,3,4,3,5,2,1,3,2,3,2,3,1,3,3,3,NA,4,2,1,3,1,2,3,3,3,NA,3,3,3,1,3,1,1,4,2,2,3,3,3,4
169,1,3,2,2,1,2,1,1,3,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,3,1,2,3,2,3,3,1,2,2,2,2,2,3,1,3,3,3,2,1,4,3,3,3,3,4,2,1
170,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171,2,3,2,4,1,1,1,3,2,1,2,2,1,4,2,2,2,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
171,3,2,2,2,3,NA,1,2,3,1,2,2,1,5,2,3,2,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
172,1,3,2,1,2,1,1,1,4,1,4,1,1,3,1,4,1,1,1,1,1,1,2,1,2,4,1,1,2,1,1,2,1,1,2,1,3,3,2,2,2,1,1,4,4,2,3,2,4,1,1,1
173,3,5,3,2,4,2,2,3,5,1,5,2,2,2,2,5,2,2,1,2,2,4,3,2,3,5,1,1,2,1,1,5,1,1,5,1,3,4,3,3,NA,1,1,1,1,3,1,1,4,1,1,5
174,2,4,4,3,4,4,3,4,4,2,5,3,3,4,3,4,2,2,2,2,3,4,3,2,3,4,2,2,2,2,1,3,1,1,4,3,4,3,3,4,2,2,2,3,3,3,3,2,3,2,2,3
175,1,5,4,2,4,2,3,4,5,3,5,3,3,3,1,5,1,2,3,2,4,3,2,1,1,2,5,4,4,3,1,1,1,1,5,3,4,5,2,3,4,1,1,1,1,3,1,1,4,2,1,1
176,3,2,1,2,2,2,2,3,4,3,4,2,2,4,2,4,2,3,2,3,3,3,2,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
177,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
178,1,4,2,3,2,1,2,2,4,2,3,2,1,2,1,4,3,2,1,1,1,1,3,3,2,5,4,3,2,1,1,1,1,4,4,2,2,4,3,5,1,1,3,1,1,3,3,2,4,3,2,3
179,1,3,3,1,2,1,1,2,3,1,3,1,1,2,2,3,NA,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2
180,1,2,1,3,1,2,1,3,2,1,3,1,1,2,1,2,3,1,1,3,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
181,1,4,3,3,4,3,4,3,5,4,5,3,3,4,3,5,4,4,2,3,3,4,5,1,1,5,1,2,2,2,2,3,1,1,2,2,4,3,4,4,3,1,1,3,3,3,2,1,4,2,2,3
182,2,5,5,5,5,5,5,5,5,3,4,3,4,4,3,5,5,3,4,4,4,3,4,4,2,5,5,5,5,5,4,4,4,3,4,3,2,4,3,4,5,2,4,4,4,5,4,4,4,5,3,4
183,2,5,4,3,4,3,4,4,5,2,4,3,3,4,1,4,2,2,3,2,3,4,4,1,4,5,5,5,5,5,4,5,3,2,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5
183,3,4,4,4,4,4,3,4,4,3,3,2,3,4,2,3,3,3,2,3,3,2,4,3,4,4,4,4,4,3,3,5,4,3,4,4,4,4,4,5,5,3,3,4,5,5,4,4,4,5,3,5
184,1,4,2,5,3,3,2,3,4,2,2,1,4,3,1,3,5,2,3,3,2,2,3,3,2,2,1,2,2,1,1,1,1,2,3,2,3,3,3,2,3,1,1,1,4,2,2,2,3,3,1,3
185,3,2,3,2,2,3,2,3,4,2,3,2,3,4,2,4,2,2,3,2,2,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1
186,1,4,2,3,4,3,1,4,3,3,4,2,NA,3,4,4,3,2,3,2,3,3,4,2,3,3,4,3,2,2,1,2,1,2,3,2,2,NA,1,2,4,4,4,2,2,4,2,1,4,4,3,2
187,1,3,1,2,3,1,2,3,4,1,2,2,2,4,2,3,2,1,2,3,2,1,2,3,3,3,2,2,2,2,1,1,1,1,1,2,1,2,2,1,3,1,1,1,2,1,2,1,1,1,1,2
188,2,4,4,3,4,4,2,4,5,1,5,3,4,4,2,4,3,2,4,2,3,4,4,2,2,5,3,2,3,2,1,4,1,2,4,3,4,3,3,4,3,1,2,2,1,4,1,1,4,3,3,3
189,2,3,1,1,1,1,1,1,4,1,4,1,1,4,1,4,1,1,4,1,1,4,4,1,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,1,4
189,3,2,3,3,3,2,2,3,4,1,2,1,3,5,1,2,1,1,4,1,2,4,4,1,2,1,1,2,4,1,1,1,1,1,1,1,3,2,4,1,1,1,1,3,1,1,4,1,2,3,1,4
190,1,3,4,3,3,3,4,4,3,2,4,3,3,4,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,2,1,2,2,2,3,2,3,3,2,2,2,4,3,3,3,3,3,2,3,3
191,2,2,1,1,1,1,1,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1
191,3,2,1,1,2,2,1,2,2,2,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1
192,2,4,2,5,4,3,4,3,5,1,5,2,4,3,2,5,4,1,2,3,2,3,3,2,3,3,4,3,2,3,4,3,5,4,3,4,3,3,5,3,4,3,2,3,5,4,3,4,3,3,4,3
192,3,4,2,2,3,2,1,3,5,1,5,1,3,4,1,4,3,1,1,2,2,3,1,1,1,2,3,1,2,2,2,1,2,2,2,2,3,3,1,2,2,2,3,1,4,2,4,2,3,2,2,1
193,2,4,3,4,4,2,3,2,3,1,3,2,2,4,2,3,2,2,4,3,4,3,3,2,3,2,2,2,2,1,3,2,3,3,2,1,3,1,2,2,2,1,1,2,2,2,2,2,2,4,2,2
194,1,2,2,1,2,2,1,3,2,2,2,2,1,2,2,2,2,2,1,1,2,1,3,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,3,1,2,4,1,2,1
195,2,3,1,2,1,2,3,2,5,1,5,1,1,3,1,5,1,1,1,1,2,1,3,2,2,3,1,1,1,1,2,1,1,1,1,1,2,2,3,2,1,1,1,2,3,2,2,2,3,1,1,3
196,3,2,2,1,1,1,1,3,2,2,2,1,2,2,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1
197,1,5,3,3,5,5,4,5,5,2,5,2,3,4,2,5,2,2,2,2,4,3,1,2,3,3,2,2,3,1,1,4,2,3,4,2,4,3,3,4,4,1,1,4,3,2,4,4,4,1,1,3
198,1,2,3,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,4,1,3,1,1,2,1,1,1,1,5,1,1,1,1,1,1
199,1,4,4,5,3,1,2,2,4,1,4,3,2,5,2,5,4,1,1,4,3,5,3,4,3,5,4,1,3,2,4,4,5,2,5,1,4,3,NA,5,3,3,3,5,4,5,5,1,4,3,1,4
200,1,4,1,3,3,4,2,4,4,2,1,4,3,4,1,5,3,1,1,1,4,3,1,1,3,4,NA,2,3,2,1,4,1,3,5,2,3,3,1,5,2,1,2,1,2,3,1,3,3,2,3,1
201,3,4,3,4,2,3,3,4,5,2,5,3,3,4,2,5,3,2,4,2,3,3,3,1,3,4,2,2,2,2,4,1,2,2,2,1,2,5,NA,2,4,1,2,4,1,3,4,2,2,2,2,3
202,2,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,4,3,1,3,3,2,3,3,2,2,3,2,2,2,1,2,1,2,3,2,2,4,3,2,3,2,2,3,1,3,1,1,2,2,2,2
203,2,2,1,4,3,2,1,3,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,1,3,2,3,2,2,2,2,1,1,2,4,4,1,5,1,1,2,1,1,3,1,4,1,1,1,1,1,1
203,3,2,1,3,2,2,1,NA,3,1,4,1,2,4,1,4,3,2,4,2,3,2,2,2,2,1,3,2,4,2,2,1,2,1,4,5,4,4,NA,1,2,1,2,4,1,5,1,1,1,1,1,1
204,1,3,2,4,4,1,3,4,5,1,3,2,2,2,1,4,2,1,1,1,2,2,4,3,1,3,2,3,4,2,1,1,5,3,4,3,4,4,4,2,2,1,1,4,3,3,2,NA,1,2,1,2
205,2,1,2,4,2,2,2,3,4,3,3,1,2,5,2,2,5,3,3,4,3,2,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2
206,1,3,3,2,2,3,2,4,4,2,3,2,1,3,2,3,2,2,3,3,2,4,2,3,2,5,3,2,3,2,2,5,1,2,5,4,3,4,4,4,4,1,1,3,1,3,2,1,5,1,2,5
207,1,5,2,2,4,1,2,4,5,3,5,2,2,5,1,5,3,1,1,2,2,2,5,3,3,5,1,1,2,1,1,3,1,1,3,1,1,2,1,4,3,1,1,1,1,1,1,1,1,1,1,1
208,1,4,4,2,2,3,3,3,5,4,3,4,3,4,3,3,2,4,3,4,3,4,4,5,2,5,4,2,3,2,2,5,4,3,5,5,5,5,5,4,5,1,2,5,2,3,3,4,3,2,2,5
209,1,4,4,4,4,3,3,5,5,1,4,5,4,4,3,5,4,3,4,4,3,2,2,2,3,5,2,2,3,3,2,3,1,1,4,1,3,4,1,5,4,1,1,2,1,1,1,1,5,1,1,2
210,1,3,3,1,3,3,3,4,4,1,4,4,4,4,3,4,1,2,3,1,4,3,4,2,1,4,1,1,1,1,1,2,1,NA,3,1,NA,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2
211,1,3,3,3,3,3,4,2,3,4,4,4,3,3,2,3,3,3,3,4,3,4,3,2,1,3,2,1,2,2,2,3,1,2,4,3,2,4,4,4,3,1,1,2,2,3,1,1,2,2,1,2
212,1,4,2,1,3,3,3,3,4,2,4,3,3,3,3,4,1,2,2,1,3,2,3,1,4,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
213,1,5,3,3,5,3,2,3,5,3,5,3,3,3,2,5,3,3,4,4,3,3,5,4,3,5,3,3,4,3,NA,2,2,3,4,2,4,5,5,NA,3,3,2,3,3,5,2,4,NA,2,2,5
214,2,4,3,4,4,3,2,4,4,2,5,3,2,5,2,4,3,3,3,2,3,5,5,2,3,2,2,2,4,3,2,2,1,3,4,2,4,3,2,4,4,2,3,4,2,2,4,2,3,3,3,4
215,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,4,4,1,2,1,3,4,3,4,5,3,3,5,2,3,3,4,3,3,5,4,4,3,3
216,1,2,1,2,2,3,2,4,4,1,4,1,1,4,2,4,2,1,1,1,2,3,5,1,1,4,1,1,1,1,1,3,1,1,3,1,3,1,3,4,1,1,1,2,1,1,1,1,3,1,1,3
216,3,3,1,3,2,2,1,3,4,1,4,1,1,4,1,4,3,1,1,2,1,1,5,1,2,3,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,3
217,2,1,1,3,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
217,3,1,1,1,2,1,2,2,3,1,3,1,1,3,1,3,2,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1
218,2,2,3,2,2,3,2,3,3,1,3,2,2,3,2,3,2,1,2,2,2,2,1,2,2,3,1,1,1,1,1,2,1,1,2,1,3,2,2,3,2,1,1,1,1,1,1,1,2,2,1,1
219,1,5,2,2,3,3,3,4,5,3,5,4,3,4,2,5,1,3,4,2,4,5,5,2,5,5,3,2,2,1,2,5,1,2,4,1,4,5,5,5,5,1,1,4,5,5,1,2,4,2,1,3
220,2,3,3,3,3,3,1,3,4,1,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,4,3,2,3,1,1,1,1,2,1,2,1,3,1,1,4,3,3,2,2,1,5,2,3,3,3,3
